X(Column),Y(Row),SIG_CD,광역지자체,SIG_ENG_NM,SIG_KOR_NM,ratio
46,35,48730,경남,Haman-gun,함안군,6.249275938322241e-09
46,35,48740,경남,Changnyeong-gun,창녕군,6.249275938322241e-09
52,35,48330,경남,Yangsan-si,양산시,7.642424302980168e-07
52,35,26710,부산,Gijang-gun,기장군,7.642424302980168e-07
52,35,26710,부산,Gijang-gun,기장군,4.4487818276464066e-09
52,35,31710,울산,Ulju-gun,울주군,4.4487818276464066e-09
53,35,26710,부산,Gijang-gun,기장군,5.166092928566723e-07
53,35,31710,울산,Ulju-gun,울주군,5.166092928566723e-07
27,36,45790,전북,Gochang-gun,고창군,1.7499230505110994e-06
27,36,45800,전북,Buan-gun,부안군,1.7499230505110994e-06
28,36,45180,전북,Jeongeup-si,정읍시,8.038613814530046e-08
28,36,45800,전북,Buan-gun,부안군,8.038613814530046e-08
28,36,45790,전북,Gochang-gun,고창군,1.7642224825648264e-06
28,36,45800,전북,Buan-gun,부안군,1.7642224825648264e-06
31,36,45180,전북,Jeongeup-si,정읍시,7.737196862813831e-05
31,36,45750,전북,Imsil-gun,임실군,7.737196862813831e-05
32,36,45180,전북,Jeongeup-si,정읍시,0.0008031586938143698
32,36,45750,전북,Imsil-gun,임실군,0.0008031586938143698
32,36,45750,전북,Imsil-gun,임실군,0.0002092734253556726
32,36,45770,전북,Sunchang-gun,순창군,0.0002092734253556726
34,36,45190,전북,Namwon-si,남원시,3.635876915061577e-07
34,36,45740,전북,Jangsu-gun,장수군,3.635876915061577e-07
34,36,45190,전북,Namwon-si,남원시,0.0002110387341084715
34,36,45750,전북,Imsil-gun,임실군,0.0002110387341084715
34,36,45740,전북,Jangsu-gun,장수군,3.6516459038535526e-06
34,36,45750,전북,Imsil-gun,임실군,3.6516459038535526e-06
35,36,45190,전북,Namwon-si,남원시,6.584589474700768e-07
35,36,45740,전북,Jangsu-gun,장수군,6.584589474700768e-07
36,36,48870,경남,Hamyang-gun,함양군,2.056115026391467e-08
36,36,45190,전북,Namwon-si,남원시,2.056115026391467e-08
36,36,45190,전북,Namwon-si,남원시,2.2629630126578522e-06
36,36,45740,전북,Jangsu-gun,장수군,2.2629630126578522e-06
37,36,48870,경남,Hamyang-gun,함양군,1.2740683457839992e-07
37,36,45190,전북,Namwon-si,남원시,1.2740683457839992e-07
42,36,48720,경남,Uiryeong-gun,의령군,2.5437661014508564e-07
42,36,48890,경남,Hapcheon-gun,합천군,2.5437661014508564e-07
43,36,48720,경남,Uiryeong-gun,의령군,1.4647344618021308e-06
43,36,48890,경남,Hapcheon-gun,합천군,1.4647344618021308e-06
44,36,48720,경남,Uiryeong-gun,의령군,7.821441518506118e-07
44,36,48890,경남,Hapcheon-gun,합천군,7.821441518506118e-07
28,37,45180,전북,Jeongeup-si,정읍시,3.132857612457403e-06
28,37,45800,전북,Buan-gun,부안군,3.132857612457403e-06
31,37,45180,전북,Jeongeup-si,정읍시,1.2960099195541786e-06
31,37,45710,전북,Wanju-gun,완주군,1.2960099195541786e-06
31,37,45180,전북,Jeongeup-si,정읍시,5.470957937729326e-05
31,37,45750,전북,Imsil-gun,임실군,5.470957937729326e-05
31,37,45710,전북,Wanju-gun,완주군,3.71497597128757e-05
31,37,45750,전북,Imsil-gun,임실군,3.71497597128757e-05
32,37,45180,전북,Jeongeup-si,정읍시,6.006881547073409e-05
32,37,45750,전북,Imsil-gun,임실군,6.006881547073409e-05
32,37,45710,전북,Wanju-gun,완주군,0.0001570039748552777
32,37,45750,전북,Imsil-gun,임실군,0.0001570039748552777
34,37,45720,전북,Jinan-gun,진안군,7.18627191551984e-05
34,37,45750,전북,Imsil-gun,임실군,7.18627191551984e-05
34,37,45740,전북,Jangsu-gun,장수군,8.271140930628376e-05
34,37,45750,전북,Imsil-gun,임실군,8.271140930628376e-05
35,37,45720,전북,Jinan-gun,진안군,4.9591043814125105e-05
35,37,45750,전북,Imsil-gun,임실군,4.9591043814125105e-05
35,37,45740,전북,Jangsu-gun,장수군,2.643403109978004e-06
35,37,45750,전북,Imsil-gun,임실군,2.643403109978004e-06
28,38,45180,전북,Jeongeup-si,정읍시,3.4114953279181523e-06
28,38,45800,전북,Buan-gun,부안군,3.4114953279181523e-06
29,38,45180,전북,Jeongeup-si,정읍시,3.7234200250914807e-06
29,38,45210,전북,Gimje-si,김제시,3.7234200250914807e-06
29,38,45180,전북,Jeongeup-si,정읍시,3.314309744504984e-06
29,38,45800,전북,Buan-gun,부안군,3.314309744504984e-06
29,38,45210,전북,Gimje-si,김제시,3.182549945659846e-07
29,38,45800,전북,Buan-gun,부안군,3.182549945659846e-07
30,38,45180,전북,Jeongeup-si,정읍시,6.5947514102992225e-06
30,38,45210,전북,Gimje-si,김제시,6.5947514102992225e-06
31,38,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,1.2924041468944607e-07
31,38,45210,전북,Gimje-si,김제시,1.2924041468944607e-07
31,38,45180,전북,Jeongeup-si,정읍시,4.507564010810584e-06
31,38,45210,전북,Gimje-si,김제시,4.507564010810584e-06
31,38,45180,전북,Jeongeup-si,정읍시,5.764045390673848e-07
31,38,45710,전북,Wanju-gun,완주군,5.764045390673848e-07
31,38,45210,전북,Gimje-si,김제시,1.2642667827678287e-05
31,38,45710,전북,Wanju-gun,완주군,1.2642667827678287e-05
32,38,45710,전북,Wanju-gun,완주군,0.0003035239295289503
32,38,45750,전북,Imsil-gun,임실군,0.0003035239295289503
33,38,45710,전북,Wanju-gun,완주군,0.0003074047030692825
33,38,45750,전북,Imsil-gun,임실군,0.0003074047030692825
33,38,45720,전북,Jinan-gun,진안군,0.0005955758981526431
33,38,45750,전북,Imsil-gun,임실군,0.0005955758981526431
34,38,45720,전북,Jinan-gun,진안군,0.00014707388610441422
34,38,45750,전북,Imsil-gun,임실군,0.00014707388610441422
37,38,48870,경남,Hamyang-gun,함양군,1.0790517064996833e-07
37,38,45740,전북,Jangsu-gun,장수군,1.0790517064996833e-07
28,39,45210,전북,Gimje-si,김제시,0.0005207608765179628
28,39,45800,전북,Buan-gun,부안군,0.0005207608765179628
29,39,45180,전북,Jeongeup-si,정읍시,2.0969577313747524e-06
29,39,45210,전북,Gimje-si,김제시,2.0969577313747524e-06
30,39,45180,전북,Jeongeup-si,정읍시,1.280250234042269e-06
30,39,45210,전북,Gimje-si,김제시,1.280250234042269e-06
30,39,45210,전북,Gimje-si,김제시,1.863466448264744e-07
30,39,45710,전북,Wanju-gun,완주군,1.863466448264744e-07
31,39,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,2.6586115474952406e-06
31,39,45210,전북,Gimje-si,김제시,2.6586115474952406e-06
31,39,45210,전북,Gimje-si,김제시,2.337937613452609e-07
31,39,45710,전북,Wanju-gun,완주군,2.337937613452609e-07
33,39,45710,전북,Wanju-gun,완주군,9.429732095368818e-08
33,39,45720,전북,Jinan-gun,진안군,9.429732095368818e-08
33,39,45710,전북,Wanju-gun,완주군,0.00016322094622667682
33,39,45750,전북,Imsil-gun,임실군,0.00016322094622667682
33,39,45720,전북,Jinan-gun,진안군,5.7092978347481026e-05
33,39,45750,전북,Imsil-gun,임실군,5.7092978347481026e-05
34,39,45710,전북,Wanju-gun,완주군,5.744856016118681e-09
34,39,45720,전북,Jinan-gun,진안군,5.744856016118681e-09
47,39,27260,대구,Suseong-gu,수성구,3.933870769334932e-06
47,39,27710,대구,Dalseong-gun,달성군,3.933870769334932e-06
27,40,45130,전북,Gunsan-si,군산시,3.108006434170038e-07
27,40,45210,전북,Gimje-si,김제시,3.108006434170038e-07
28,40,45130,전북,Gunsan-si,군산시,5.833600603476172e-06
28,40,45210,전북,Gimje-si,김제시,5.833600603476172e-06
29,40,45130,전북,Gunsan-si,군산시,2.1560674222791946e-07
29,40,45210,전북,Gimje-si,김제시,2.1560674222791946e-07
30,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,3.036172929772647e-07
30,40,45140,전북,Iksan-si,익산시,3.036172929772647e-07
30,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,6.651224119946458e-08
30,40,45210,전북,Gimje-si,김제시,6.651224119946458e-08
30,40,45140,전북,Iksan-si,익산시,2.712584592434631e-07
30,40,45210,전북,Gimje-si,김제시,2.712584592434631e-07
30,40,45210,전북,Gimje-si,김제시,5.38050245676718e-07
30,40,45710,전북,Wanju-gun,완주군,5.38050245676718e-07
31,40,45111,전북,"Wansan-gu, Jeonju-si",전주시완산구,5.6444319874605456e-08
31,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,5.6444319874605456e-08
31,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,2.2473385998272484e-07
31,40,45140,전북,Iksan-si,익산시,2.2473385998272484e-07
31,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,4.1407568367167407e-07
31,40,45210,전북,Gimje-si,김제시,4.1407568367167407e-07
31,40,45113,전북,"Deokjin-gu, Jeonju-si",전주시덕진구,6.608465965141179e-08
31,40,45710,전북,Wanju-gun,완주군,6.608465965141179e-08
31,40,45140,전북,Iksan-si,익산시,4.368808325172052e-07
31,40,45710,전북,Wanju-gun,완주군,4.368808325172052e-07
31,40,45210,전북,Gimje-si,김제시,1.2956608273228433e-06
31,40,45710,전북,Wanju-gun,완주군,1.2956608273228433e-06
34,40,45710,전북,Wanju-gun,완주군,2.226529699394067e-09
34,40,45720,전북,Jinan-gun,진안군,2.226529699394067e-09
45,40,47830,경북,Goryeong-gun,고령군,8.631460342682741e-08
45,40,27290,대구,Dalseo-gu,달서구,8.631460342682741e-08
45,40,27290,대구,Dalseo-gu,달서구,4.16593678081759e-08
45,40,27710,대구,Dalseong-gun,달성군,4.16593678081759e-08
46,40,27110,대구,Jung-gu,중구,2.6942083433731308e-08
46,40,27260,대구,Suseong-gu,수성구,2.6942083433731308e-08
46,40,27140,대구,Dong-gu,동구,9.410714413530812e-08
46,40,27260,대구,Suseong-gu,수성구,9.410714413530812e-08
46,40,27200,대구,Nam-gu,남구,1.2434279633231323e-07
46,40,27260,대구,Suseong-gu,수성구,1.2434279633231323e-07
46,40,27260,대구,Suseong-gu,수성구,8.431670238525971e-06
46,40,27710,대구,Dalseong-gun,달성군,8.431670238525971e-06
47,40,47290,경북,Gyeongsan-si,경산시,1.7171579436515367e-08
47,40,27140,대구,Dong-gu,동구,1.7171579436515367e-08
47,40,47290,경북,Gyeongsan-si,경산시,1.3342458128333289e-05
47,40,27260,대구,Suseong-gu,수성구,1.3342458128333289e-05
47,40,27140,대구,Dong-gu,동구,2.8244302420317466e-07
47,40,27260,대구,Suseong-gu,수성구,2.8244302420317466e-07
47,40,27260,대구,Suseong-gu,수성구,6.311668716020523e-08
47,40,27710,대구,Dalseong-gun,달성군,6.311668716020523e-08
48,40,47290,경북,Gyeongsan-si,경산시,6.156021333369429e-08
48,40,27140,대구,Dong-gu,동구,6.156021333369429e-08
54,40,47111,경북,"Nam-gu, Pohang-si",포항시 남구,5.1602386243433815e-09
54,40,47130,경북,Gyeongju-si,경주시,5.1602386243433815e-09
55,40,47111,경북,"Nam-gu, Pohang-si",포항시 남구,1.4071615271065323e-06
55,40,47130,경북,Gyeongju-si,경주시,1.4071615271065323e-06
29,41,45130,전북,Gunsan-si,군산시,3.627339319137398e-06
29,41,45140,전북,Iksan-si,익산시,3.627339319137398e-06
30,41,45130,전북,Gunsan-si,군산시,9.542982340310146e-07
30,41,45140,전북,Iksan-si,익산시,9.542982340310146e-07
30,41,45140,전북,Iksan-si,익산시,6.615254137217239e-08
30,41,45210,전북,Gimje-si,김제시,6.615254137217239e-08
31,41,45140,전북,Iksan-si,익산시,2.2549368789439445e-06
31,41,45710,전북,Wanju-gun,완주군,2.2549368789439445e-06
32,41,45140,전북,Iksan-si,익산시,9.125185109252539e-07
32,41,45710,전북,Wanju-gun,완주군,9.125185109252539e-07
34,41,45710,전북,Wanju-gun,완주군,4.268653169031405e-08
34,41,45720,전북,Jinan-gun,진안군,4.268653169031405e-08
45,41,47850,경북,Chilgok-gun,칠곡군,0.0011383190136154272
45,41,27230,대구,Buk-gu,북구,0.0011383190136154272
46,41,47850,경북,Chilgok-gun,칠곡군,0.0021461828398672885
46,41,27230,대구,Buk-gu,북구,0.0021461828398672885
48,41,47290,경북,Gyeongsan-si,경산시,1.478601702671275e-07
48,41,27140,대구,Dong-gu,동구,1.478601702671275e-07
53,41,47111,경북,"Nam-gu, Pohang-si",포항시 남구,1.7913341796366127e-06
53,41,47130,경북,Gyeongju-si,경주시,1.7913341796366127e-06
54,41,47111,경북,"Nam-gu, Pohang-si",포항시 남구,2.2029247332184053e-06
54,41,47130,경북,Gyeongju-si,경주시,2.2029247332184053e-06
55,41,47111,경북,"Nam-gu, Pohang-si",포항시 남구,5.358989928409189e-07
55,41,47130,경북,Gyeongju-si,경주시,5.358989928409189e-07
29,42,45130,전북,Gunsan-si,군산시,3.1838991193829194e-07
29,42,45140,전북,Iksan-si,익산시,3.1838991193829194e-07
29,42,44760,충남,Buyeo-gun,부여군,2.2228665400975028e-07
29,42,44770,충남,Seocheon-gun,서천군,2.2228665400975028e-07
30,42,45130,전북,Gunsan-si,군산시,4.632817310386157e-08
30,42,45140,전북,Iksan-si,익산시,4.632817310386157e-08
32,42,45140,전북,Iksan-si,익산시,2.441869943733677e-06
32,42,45710,전북,Wanju-gun,완주군,2.441869943733677e-06
32,42,45710,전북,Wanju-gun,완주군,2.8741984606421467e-07
32,42,44230,충남,Nonsan-si,논산시,2.8741984606421467e-07
34,42,45710,전북,Wanju-gun,완주군,9.158911522578428e-08
34,42,45720,전북,Jinan-gun,진안군,9.158911522578428e-08
34,42,45710,전북,Wanju-gun,완주군,5.6836236684280684e-09
34,42,44710,충남,Geumsan-gun,금산군,5.6836236684280684e-09
45,42,47850,경북,Chilgok-gun,칠곡군,0.0004858363418332295
45,42,27230,대구,Buk-gu,북구,0.0004858363418332295
46,42,47850,경북,Chilgok-gun,칠곡군,4.5446651863586844e-08
46,42,27140,대구,Dong-gu,동구,4.5446651863586844e-08
46,42,47850,경북,Chilgok-gun,칠곡군,0.0017689345473861464
46,42,27230,대구,Buk-gu,북구,0.0017689345473861464
47,42,47230,경북,Yeongcheon-si,영천시,1.2396491526975476e-07
47,42,27140,대구,Dong-gu,동구,1.2396491526975476e-07
47,42,47290,경북,Gyeongsan-si,경산시,2.7318958243103117e-09
47,42,27140,대구,Dong-gu,동구,2.7318958243103117e-09
47,42,47850,경북,Chilgok-gun,칠곡군,2.5026207450827333e-06
47,42,27140,대구,Dong-gu,동구,2.5026207450827333e-06
48,42,47230,경북,Yeongcheon-si,영천시,3.7909651679160413e-07
48,42,47290,경북,Gyeongsan-si,경산시,3.7909651679160413e-07
52,42,47113,경북,"Buk-gu, Pohang-si",포항시 북구,7.825419108718061e-08
52,42,47130,경북,Gyeongju-si,경주시,7.825419108718061e-08
53,42,47111,경북,"Nam-gu, Pohang-si",포항시 남구,2.8816844691868328e-06
53,42,47130,경북,Gyeongju-si,경주시,2.8816844691868328e-06
28,43,44760,충남,Buyeo-gun,부여군,1.5079037069856195e-07
28,43,44770,충남,Seocheon-gun,서천군,1.5079037069856195e-07
29,43,44760,충남,Buyeo-gun,부여군,7.31732420493647e-08
29,43,44770,충남,Seocheon-gun,서천군,7.31732420493647e-08
32,43,45710,전북,Wanju-gun,완주군,1.5017838256175491e-06
32,43,44230,충남,Nonsan-si,논산시,1.5017838256175491e-06
33,43,45710,전북,Wanju-gun,완주군,1.8957035592194089e-06
33,43,44230,충남,Nonsan-si,논산시,1.8957035592194089e-06
34,43,45710,전북,Wanju-gun,완주군,3.8115819494537757e-07
34,43,44230,충남,Nonsan-si,논산시,3.8115819494537757e-07
34,43,45710,전북,Wanju-gun,완주군,1.0140131526758123e-07
34,43,44710,충남,Geumsan-gun,금산군,1.0140131526758123e-07
46,43,47190,경북,Gumi-si,구미시,1.0150538527067501e-05
46,43,47850,경북,Chilgok-gun,칠곡군,1.0150538527067501e-05
51,43,47113,경북,"Buk-gu, Pohang-si",포항시 북구,2.182713543041917e-06
51,43,47230,경북,Yeongcheon-si,영천시,2.182713543041917e-06
52,43,47113,경북,"Buk-gu, Pohang-si",포항시 북구,9.841426364258e-07
52,43,47130,경북,Gyeongju-si,경주시,9.841426364258e-07
52,43,47113,경북,"Buk-gu, Pohang-si",포항시 북구,1.0899255507122048e-07
52,43,47230,경북,Yeongcheon-si,영천시,1.0899255507122048e-07
53,43,47111,경북,"Nam-gu, Pohang-si",포항시 남구,1.2068074291225957e-06
53,43,47130,경북,Gyeongju-si,경주시,1.2068074291225957e-06
53,43,47113,경북,"Buk-gu, Pohang-si",포항시 북구,6.237299329980992e-07
53,43,47130,경북,Gyeongju-si,경주시,6.237299329980992e-07
26,44,44180,충남,Boryeong-si,보령시,1.1362409997225947e-11
26,44,44770,충남,Seocheon-gun,서천군,1.1362409997225947e-11
28,44,44180,충남,Boryeong-si,보령시,4.3005999238973926e-08
28,44,44760,충남,Buyeo-gun,부여군,4.3005999238973926e-08
28,44,44760,충남,Buyeo-gun,부여군,6.567142111391995e-07
28,44,44770,충남,Seocheon-gun,서천군,6.567142111391995e-07
33,44,30170,대전,Seo-gu,서구,8.326410243178817e-07
33,44,44230,충남,Nonsan-si,논산시,8.326410243178817e-07
34,44,30140,대전,Jung-gu,중구,9.892244452083998e-07
34,44,44710,충남,Geumsan-gun,금산군,9.892244452083998e-07
34,44,30170,대전,Seo-gu,서구,1.297324077783435e-06
34,44,44230,충남,Nonsan-si,논산시,1.297324077783435e-06
34,44,30170,대전,Seo-gu,서구,7.584671274102797e-08
34,44,44710,충남,Geumsan-gun,금산군,7.584671274102797e-08
35,44,30110,대전,Dong-gu,동구,5.177798199350978e-07
35,44,44710,충남,Geumsan-gun,금산군,5.177798199350978e-07
35,44,30140,대전,Jung-gu,중구,5.750163127060943e-08
35,44,44710,충남,Geumsan-gun,금산군,5.750163127060943e-08
49,44,47230,경북,Yeongcheon-si,영천시,9.506695439585181e-07
49,44,47750,경북,Cheongsong-gun,청송군,9.506695439585181e-07
50,44,47113,경북,"Buk-gu, Pohang-si",포항시 북구,6.934118390144236e-07
50,44,47230,경북,Yeongcheon-si,영천시,6.934118390144236e-07
50,44,47113,경북,"Buk-gu, Pohang-si",포항시 북구,1.122283002902885e-06
50,44,47750,경북,Cheongsong-gun,청송군,1.122283002902885e-06
51,44,47113,경북,"Buk-gu, Pohang-si",포항시 북구,1.3334894698151786e-06
51,44,47230,경북,Yeongcheon-si,영천시,1.3334894698151786e-06
27,45,44180,충남,Boryeong-si,보령시,9.043270588115031e-09
27,45,44760,충남,Buyeo-gun,부여군,9.043270588115031e-09
28,45,44180,충남,Boryeong-si,보령시,8.531384573941892e-08
28,45,44760,충남,Buyeo-gun,부여군,8.531384573941892e-08
30,45,44150,충남,Gongju-si,공주시,1.0646781574843781e-06
30,45,44760,충남,Buyeo-gun,부여군,1.0646781574843781e-06
31,45,44150,충남,Gongju-si,공주시,8.765225552984132e-08
31,45,44230,충남,Nonsan-si,논산시,8.765225552984132e-08
31,45,44150,충남,Gongju-si,공주시,8.538422162041086e-07
31,45,44760,충남,Buyeo-gun,부여군,8.538422162041086e-07
32,45,44150,충남,Gongju-si,공주시,7.573839141676567e-07
32,45,44230,충남,Nonsan-si,논산시,7.573839141676567e-07
33,45,30170,대전,Seo-gu,서구,2.3091773088533954e-07
33,45,44230,충남,Nonsan-si,논산시,2.3091773088533954e-07
33,45,30170,대전,Seo-gu,서구,6.283370077731188e-07
33,45,44250,충남,Gyeryong-si,계룡시,6.283370077731188e-07
33,45,30200,대전,Yuseong-gu,유성구,1.2452769422040214e-05
33,45,44250,충남,Gyeryong-si,계룡시,1.2452769422040214e-05
34,45,30140,대전,Jung-gu,중구,1.1652661543189093e-06
34,45,44710,충남,Geumsan-gun,금산군,1.1652661543189093e-06
34,45,30170,대전,Seo-gu,서구,5.207562791089659e-08
34,45,44710,충남,Geumsan-gun,금산군,5.207562791089659e-08
35,45,30110,대전,Dong-gu,동구,5.665925559313952e-09
35,45,44710,충남,Geumsan-gun,금산군,5.665925559313952e-09
35,45,30110,대전,Dong-gu,동구,6.403788817032594e-08
35,45,43730,충북,Okcheon-gun,옥천군,6.403788817032594e-08
50,45,47113,경북,"Buk-gu, Pohang-si",포항시 북구,1.1739024937069552e-06
50,45,47750,경북,Cheongsong-gun,청송군,1.1739024937069552e-06
51,45,47113,경북,"Buk-gu, Pohang-si",포항시 북구,3.051293543039529e-05
51,45,47750,경북,Cheongsong-gun,청송군,3.051293543039529e-05
52,45,47113,경북,"Buk-gu, Pohang-si",포항시 북구,1.7415654746550168e-06
52,45,47750,경북,Cheongsong-gun,청송군,1.7415654746550168e-06
53,45,47113,경북,"Buk-gu, Pohang-si",포항시 북구,4.6612644691703475e-07
53,45,47770,경북,Yeongdeok-gun,영덕군,4.6612644691703475e-07
54,45,47113,경북,"Buk-gu, Pohang-si",포항시 북구,2.1824763513254756e-07
54,45,47770,경북,Yeongdeok-gun,영덕군,2.1824763513254756e-07
27,46,44180,충남,Boryeong-si,보령시,5.5617821938206794e-08
27,46,44760,충남,Buyeo-gun,부여군,5.5617821938206794e-08
27,46,44180,충남,Boryeong-si,보령시,9.79911931467595e-09
27,46,44790,충남,Cheongyang-gun,청양군,9.79911931467595e-09
28,46,44180,충남,Boryeong-si,보령시,6.02946027881655e-09
28,46,44790,충남,Cheongyang-gun,청양군,6.02946027881655e-09
30,46,44150,충남,Gongju-si,공주시,4.188240522388386e-07
30,46,44760,충남,Buyeo-gun,부여군,4.188240522388386e-07
30,46,44150,충남,Gongju-si,공주시,1.6590696919764274e-06
30,46,44790,충남,Cheongyang-gun,청양군,1.6590696919764274e-06
31,46,44150,충남,Gongju-si,공주시,1.6808671456394756e-07
31,46,44230,충남,Nonsan-si,논산시,1.6808671456394756e-07
31,46,44150,충남,Gongju-si,공주시,6.989240114527175e-07
31,46,44790,충남,Cheongyang-gun,청양군,6.989240114527175e-07
32,46,44150,충남,Gongju-si,공주시,4.6899954065707713e-07
32,46,44230,충남,Nonsan-si,논산시,4.6899954065707713e-07
33,46,30200,대전,Yuseong-gu,유성구,0.00010440780921514004
33,46,44150,충남,Gongju-si,공주시,0.00010440780921514004
33,46,30200,대전,Yuseong-gu,유성구,6.525113961645862e-06
33,46,44250,충남,Gyeryong-si,계룡시,6.525113961645862e-06
33,46,44150,충남,Gongju-si,공주시,7.694963607232226e-07
33,46,44250,충남,Gyeryong-si,계룡시,7.694963607232226e-07
35,46,30110,대전,Dong-gu,동구,1.1058928464134298e-08
35,46,30230,대전,Daedeok-gu,대덕구,1.1058928464134298e-08
35,46,30110,대전,Dong-gu,동구,5.166492702538274e-08
35,46,43730,충북,Okcheon-gun,옥천군,5.166492702538274e-08
36,46,30110,대전,Dong-gu,동구,9.295736193166791e-09
36,46,43720,충북,Boeun-gun,보은군,9.295736193166791e-09
36,46,30110,대전,Dong-gu,동구,1.7985554952310822e-07
36,46,43730,충북,Okcheon-gun,옥천군,1.7985554952310822e-07
52,46,47113,경북,"Buk-gu, Pohang-si",포항시 북구,1.4977293705629604e-06
52,46,47750,경북,Cheongsong-gun,청송군,1.4977293705629604e-06
52,46,47113,경북,"Buk-gu, Pohang-si",포항시 북구,7.400814915371939e-08
52,46,47770,경북,Yeongdeok-gun,영덕군,7.400814915371939e-08
53,46,47113,경북,"Buk-gu, Pohang-si",포항시 북구,6.092420470310829e-07
53,46,47770,경북,Yeongdeok-gun,영덕군,6.092420470310829e-07
27,47,44180,충남,Boryeong-si,보령시,4.567689765356801e-08
27,47,44790,충남,Cheongyang-gun,청양군,4.567689765356801e-08
27,47,44180,충남,Boryeong-si,보령시,1.814560636670734e-06
27,47,44800,충남,Hongseong-gun,홍성군,1.814560636670734e-06
27,47,44790,충남,Cheongyang-gun,청양군,1.7996878194979877e-08
27,47,44800,충남,Hongseong-gun,홍성군,1.7996878194979877e-08
28,47,44790,충남,Cheongyang-gun,청양군,4.0016177093852216e-07
28,47,44800,충남,Hongseong-gun,홍성군,4.0016177093852216e-07
29,47,44150,충남,Gongju-si,공주시,8.014018882149929e-07
29,47,44790,충남,Cheongyang-gun,청양군,8.014018882149929e-07
30,47,44150,충남,Gongju-si,공주시,1.732242741839383e-06
30,47,44790,충남,Cheongyang-gun,청양군,1.732242741839383e-06
31,47,44150,충남,Gongju-si,공주시,1.0964075333331716e-06
31,47,44790,충남,Cheongyang-gun,청양군,1.0964075333331716e-06
33,47,30200,대전,Yuseong-gu,유성구,2.569188692129966e-05
33,47,36110,세종,Sejong-si,세종특별자치시,2.569188692129966e-05
33,47,30200,대전,Yuseong-gu,유성구,6.690731368316875e-06
33,47,44150,충남,Gongju-si,공주시,6.690731368316875e-06
34,47,30200,대전,Yuseong-gu,유성구,0.0004863356478352752
34,47,36110,세종,Sejong-si,세종특별자치시,0.0004863356478352752
34,47,30200,대전,Yuseong-gu,유성구,0.003933296178125944
34,47,43112,충북,"Seowon-gu, Cheongju-si",청주시 서원구,0.003933296178125944
35,47,30110,대전,Dong-gu,동구,1.0684308211786701e-07
35,47,43720,충북,Boeun-gun,보은군,1.0684308211786701e-07
36,47,30110,대전,Dong-gu,동구,9.666890383696919e-08
36,47,43720,충북,Boeun-gun,보은군,9.666890383696919e-08
36,47,43111,충북,"Sangdang-gu, Cheongju-si",청주시 상당구,2.3023982549703726e-08
36,47,43720,충북,Boeun-gun,보은군,2.3023982549703726e-08
26,48,44180,충남,Boryeong-si,보령시,7.773126318811503e-07
26,48,44800,충남,Hongseong-gun,홍성군,7.773126318811503e-07
28,48,44790,충남,Cheongyang-gun,청양군,6.492873426656639e-08
28,48,44800,충남,Hongseong-gun,홍성군,6.492873426656639e-08
28,48,44790,충남,Cheongyang-gun,청양군,3.7369516793279234e-07
28,48,44810,충남,Yesan-gun,예산군,3.7369516793279234e-07
29,48,44150,충남,Gongju-si,공주시,2.2137647683830973e-06
29,48,44790,충남,Cheongyang-gun,청양군,2.2137647683830973e-06
29,48,44790,충남,Cheongyang-gun,청양군,7.540581361981414e-07
29,48,44810,충남,Yesan-gun,예산군,7.540581361981414e-07
34,48,30200,대전,Yuseong-gu,유성구,2.8086523006817066e-06
34,48,36110,세종,Sejong-si,세종특별자치시,2.8086523006817066e-06
34,48,30200,대전,Yuseong-gu,유성구,2.0727360974936313e-07
34,48,43112,충북,"Seowon-gu, Cheongju-si",청주시 서원구,2.0727360974936313e-07
34,48,36110,세종,Sejong-si,세종특별자치시,2.5448946770251417e-06
34,48,43112,충북,"Seowon-gu, Cheongju-si",청주시 서원구,2.5448946770251417e-06
36,48,43111,충북,"Sangdang-gu, Cheongju-si",청주시 상당구,8.684116308581062e-08
36,48,43720,충북,Boeun-gun,보은군,8.684116308581062e-08
51,48,47750,경북,Cheongsong-gun,청송군,1.0548873627873296e-06
51,48,47760,경북,Yeongyang-gun,영양군,1.0548873627873296e-06
51,48,47760,경북,Yeongyang-gun,영양군,2.3215506996058844e-08
51,48,47770,경북,Yeongdeok-gun,영덕군,2.3215506996058844e-08
52,48,47760,경북,Yeongyang-gun,영양군,1.1546232531023892e-06
52,48,47770,경북,Yeongdeok-gun,영덕군,1.1546232531023892e-06
24,49,44210,충남,Seosan-si,서산시,1.5698756678492345e-06
24,49,44825,충남,Taean-gun,태안군,1.5698756678492345e-06
27,49,44800,충남,Hongseong-gun,홍성군,3.877935377037055e-08
27,49,44810,충남,Yesan-gun,예산군,3.877935377037055e-08
36,49,43111,충북,"Sangdang-gu, Cheongju-si",청주시 상당구,2.5667176368928404e-08
36,49,43720,충북,Boeun-gun,보은군,2.5667176368928404e-08
37,49,43111,충북,"Sangdang-gu, Cheongju-si",청주시 상당구,9.782235685414319e-07
